Ticker,Name,OtherName,Sector,Industry
VTR,"Ventas, Inc.",Ventas,Real Estate,REIT - Healthcare Facilities
PSTG,"Pure Storage, Inc.",Pure Storage,Technology,Computer Hardware
ENTG,"Entegris, Inc.",Entegris,Technology,Semiconductor Equipment & Materials
SYM,Symbotic Inc.,Symbotic,Industrials,Specialty Industrial Machinery
LPLA,LPL Financial Holdings Inc.,LPL Financial,Financial Services,Capital Markets
SBAC,SBA Communications Corporation,SBA Communications,Real Estate,REIT - Specialty
ARE,"Alexandria Real Estate Equities, Inc.",Alexandria Real Estate Equities,Real Estate,REIT - Office
GDDY,GoDaddy Inc.,GoDaddy,Technology,Software - Infrastructure
IOT,Samsara Inc.,Samsara,Technology,Software - Infrastructure
PPL,PPL Corporation,PPL,Utilities,Utilities - Regulated Electric
ES,Eversource Energy,Eversource Energy,Utilities,Utilities - Regulated Electric
BF-A,Brown-Forman Corporation,Brown Forman,Consumer Defensive,Beverages - Wineries & Distilleries
WRB,W. R. Berkley Corporation,W. R. Berkley,Financial Services,Insurance - Property & Casualty
WY,Weyerhaeuser Company,Weyerhaeuser,Real Estate,REIT - Specialty
HUBB,Hubbell Incorporated,Hubbell,Industrials,Electrical Equipment & Parts
MKL,Markel Group Inc.,Markel,Financial Services,Insurance - Property & Casualty
TSN,"Tyson Foods, Inc.",Tyson Foods,Consumer Defensive,Farm Products
HOOD,"Robinhood Markets, Inc.",Robinhood,Financial Services,Capital Markets
BAH,Booz Allen Hamilton Holding Corporation,Booz Allen Hamilton,Industrials,Consulting Services
LDOS,"Leidos Holdings, Inc.",Leidos,Technology,Information Technology Services
MDB,"MongoDB, Inc.",MongoDB,Technology,Software - Infrastructure
STLD,"Steel Dynamics, Inc.",Steel Dynamics,Basic Materials,Steel
CTRA,Coterra Energy Inc.,Coterra Energy,Energy,Oil & Gas E&P
CNP,"CenterPoint Energy, Inc.",CenterPoint Energy,Utilities,Utilities - Regulated Electric
LII,Lennox International Inc.,Lennox,Industrials,Building Products & Equipment
CSL,Carlisle Companies Incorporated,Carlisle Companies,Industrials,Building Products & Equipment
K,Kellanova,Kellogg's,Consumer Defensive,Packaged Foods
WSO,"Watsco, Inc.",Watsco,Industrials,Industrial Distribution
ERIE,Erie Indemnity Company,Erie Indemnity,Financial Services,Insurance Brokers
MKC,"McCormick & Company, Incorporated",McCormick & Company,Consumer Defensive,Packaged Foods
CPAY,"Corpay, Inc.",Corpay,Technology,Software - Infrastructure
SYF,Synchrony Financial,Synchrony,Financial Services,Credit Services
AEE,Ameren Corporation,Ameren,Utilities,Utilities - Regulated Electric
ULTA,"Ulta Beauty, Inc.",ULTA Beauty,Consumer Cyclical,Specialty Retail
HBAN,Huntington Bancshares Incorporated,Huntington Bancshares,Financial Services,Banks - Regional
BALL,Ball Corporation,Ball Corporation,Consumer Cyclical,Packaging & Containers
GPC,Genuine Parts Company,Genuine Parts Company,Consumer Cyclical,Auto Parts
PFG,"Principal Financial Group, Inc.",Principal,Financial Services,Asset Management
ALGN,"Align Technology, Inc.",Align Technology,Healthcare,Medical Devices
WLK,Westlake Corporation,Westlake Chemical,Basic Materials,Specialty Chemicals
CINF,Cincinnati Financial Corporation,Cincinnati Financial,Financial Services,Insurance - Property & Casualty
ESS,"Essex Property Trust, Inc.",Essex Property Trust,Real Estate,REIT - Residential
TDY,Teledyne Technologies Incorporated,Teledyne,Technology,Scientific & Technical Instruments
ZM,"Zoom Video Communications, Inc.",Zoom,Technology,Software - Application
WSM,"Williams-Sonoma, Inc.",Williams-Sonoma,Consumer Cyclical,Specialty Retail
DKNG,DraftKings Inc.,DraftKings,Consumer Cyclical,Gambling
RF,Regions Financial Corporation,Regions Financial,Financial Services,Banks - Regional
CBOE,"Cboe Global Markets, Inc.",Cboe,Financial Services,Financial Data & Stock Exchanges
BAX,Baxter International Inc.,Baxter,Healthcare,Medical Instruments & Supplies
BBY,"Best Buy Co., Inc.",Best Buy,Consumer Cyclical,Specialty Retail
VRSN,"VeriSign, Inc.",VeriSign,Technology,Software - Infrastructure
CMS,CMS Energy Corporation,CMS Energy,Utilities,Utilities - Regulated Electric
CRBG,"Corebridge Financial, Inc.",Corebridge Financial,Financial Services,Asset Management
EXPD,"Expeditors International of Washington, Inc.",Expeditors,Industrials,Integrated Freight & Logistics
OMC,Omnicom Group Inc.,Omnicom,Communication Services,Advertising Agencies
AVY,Avery Dennison Corporation,Avery Dennison,Consumer Cyclical,Packaging & Containers
WBD,"Warner Bros. Discovery, Inc.",Warner Bros. Discovery,Communication Services,Entertainment
DRI,"Darden Restaurants, Inc.",Darden Restaurants,Consumer Cyclical,Restaurants
ATO,Atmos Energy Corporation,Atmos Energy,Utilities,Utilities - Regulated Gas
HOLX,"Hologic, Inc.",Hologic,Healthcare,Medical Instruments & Supplies
ILMN,"Illumina, Inc.",Illumina,Healthcare,Diagnostics & Research
LH,Labcorp Holdings Inc.,LabCorp,Healthcare,Diagnostics & Research
DPZ,"Domino's Pizza, Inc.",Domino's Pizza,Consumer Cyclical,Restaurants
TPL,Texas Pacific Land Corporation,Texas Pacific Land Trust,Energy,Oil & Gas E&P
MOH,"Molina Healthcare, Inc.",Molina Healthcare,Healthcare,Healthcare Plans
J,Jacobs Solutions Inc.,Jacobs Engineering,Industrials,Engineering & Construction
COO,"The Cooper Companies, Inc.",Cooper Companies,Healthcare,Medical Instruments & Supplies
EME,"EMCOR Group, Inc.",Emcor,Industrials,Engineering & Construction
NTRS,Northern Trust Corporation,Northern Trust,Financial Services,Asset Management
WAT,Waters Corporation,Waters Corporation,Healthcare,Diagnostics & Research
SWKS,"Skyworks Solutions, Inc.",Skyworks Solutions,Technology,Semiconductors
FWONK,Formula One Group,Formula One Group,Communication Services,Entertainment
MAA,"Mid-America Apartment Communities, Inc.",Mid-America Apartment Communities,Real Estate,REIT - Residential
HRL,Hormel Foods Corporation,Hormel Foods,Consumer Defensive,Packaged Foods
CLX,The Clorox Company,Clorox,Consumer Defensive,Household & Personal Products
DKS,"DICK'S Sporting Goods, Inc.",Dick's Sporting Goods,Consumer Cyclical,Specialty Retail
EXPE,"Expedia Group, Inc.",Expedia Group,Consumer Cyclical,Travel Services
JBHT,"J.B. Hunt Transport Services, Inc.",J. B. Hunt,Industrials,Integrated Freight & Logistics
L,Loews Corporation,Loews Corporation,Financial Services,Insurance - Property & Casualty
OKTA,"Okta, Inc.",Okta,Technology,Software - Infrastructure
TXT,Textron Inc.,Textron,Industrials,Aerospace & Defense
BLDR,"Builders FirstSource, Inc.",Builders FirstSource,Industrials,Building Products & Equipment
LUV,Southwest Airlines Co.,Southwest Airlines,Industrials,Airlines
RS,"Reliance, Inc.",Reliance Steel &amp; Aluminum,Basic Materials,Steel
FDS,FactSet Research Systems Inc.,FactSet,Financial Services,Financial Data & Stock Exchanges
NRG,"NRG Energy, Inc.",NRG Energy,Utilities,Utilities - Independent Power Producers
EQT,EQT Corporation,EQT Corporation,Energy,Oil & Gas E&P
CFG,"Citizens Financial Group, Inc.",Citizens Financial Group,Financial Services,Banks - Regional
ZBRA,Zebra Technologies Corporation,Zebra Technologies,Technology,Communication Equipment
PKG,Packaging Corporation of America,Packaging Corporation of America,Consumer Cyclical,Packaging & Containers
NWS,News Corporation,News Corp,Communication Services,Entertainment
MRO,Marathon Oil Corporation,Marathon Oil,Energy,Oil & Gas E&P
WMG,Warner Music Group Corp.,Warner Music Group,Communication Services,Entertainment
AMH,American Homes 4 Rent,AMH (American Homes 4 Rent),Real Estate,REIT - Residential
WES,"Western Midstream Partners, LP",Western Midstream,Energy,Oil & Gas Midstream
DGX,Quest Diagnostics Incorporated,Quest Diagnostics,Healthcare,Diagnostics & Research
FOX,Fox Corporation,Fox Corporation,Communication Services,Entertainment
BMRN,BioMarin Pharmaceutical Inc.,BioMarin Pharmaceutical,Healthcare,Biotechnology
SUI,"Sun Communities, Inc.",Sun Communities,Real Estate,REIT - Residential
UAL,"United Airlines Holdings, Inc.",United Airlines Holdings,Industrials,Airlines
GEN,Gen Digital Inc.,Gen Digital,Technology,Software - Infrastructure
UDR,"UDR, Inc.",UDR Apartments,Real Estate,REIT - Residential
SSNC,"SS&C Technologies Holdings, Inc.",SS&C Technologies,Technology,Software - Application
BG,Bunge Global SA,Bunge,Consumer Defensive,Farm Products
MANH,"Manhattan Associates, Inc.",Manhattan Associates,Technology,Software - Application
RYAN,"Ryan Specialty Holdings, Inc.",Ryan Specialty Group,Financial Services,Insurance - Specialty
H,Hyatt Hotels Corporation,Hyatt Hotels,Consumer Cyclical,Lodging
BURL,"Burlington Stores, Inc.",Burlington Stores,Consumer Cyclical,Apparel Retail
CVNA,Carvana Co.,Carvana,Consumer Cyclical,Auto & Truck Dealerships
IP,International Paper Company,International Paper,Consumer Cyclical,Packaging & Containers
BSY,"Bentley Systems, Incorporated",Bentley Systems,Technology,Software - Application
TPG,TPG Inc.,TPG Capital,Financial Services,Asset Management
NTNX,"Nutanix, Inc.",Nutanix,Technology,Software - Infrastructure
TRU,TransUnion,TransUnion,Industrials,Consulting Services
IEX,IDEX Corporation,IDEX,Industrials,Specialty Industrial Machinery
RIVN,"Rivian Automotive, Inc.",Rivian,Consumer Cyclical,Auto Manufacturers
CG,The Carlyle Group Inc.,Carlyle Group,Financial Services,Asset Management
CE,Celanese Corporation,Celanese,Basic Materials,Chemicals
OC,Owens Corning,Owens Corning,Industrials,Building Products & Equipment
SRPT,"Sarepta Therapeutics, Inc.",Sarepta Therapeutics,Healthcare,Biotechnology
AVTR,"Avantor, Inc.",Avantor,Basic Materials,Specialty Chemicals
SIRI,Sirius XM Holdings Inc.,Sirius XM,Communication Services,Entertainment
MAS,Masco Corporation,Masco,Industrials,Building Products & Equipment
TOST,"Toast, Inc.",Toast,Technology,Software - Infrastructure
NBIX,"Neurocrine Biosciences, Inc.",Neurocrine Biosciences,Healthcare,Drug Manufacturers - Specialty & Generic
UTHR,United Therapeutics Corporation,United Therapeutics,Healthcare,Biotechnology
DOC,"Healthpeak Properties, Inc.",Physicians Realty Trust,Real Estate,REIT - Healthcare Facilities
NTRA,"Natera, Inc.",Natera,Healthcare,Diagnostics & Research
PODD,Insulet Corporation,Insulet,Healthcare,Medical Devices
AKAM,"Akamai Technologies, Inc.",Akamai,Technology,Software - Infrastructure
AGR,"Avangrid, Inc.",Avangrid,Utilities,Utilities - Regulated Electric
TRMB,Trimble Inc.,Trimble,Technology,Scientific & Technical Instruments
RPM,RPM International Inc.,RPM International,Basic Materials,Specialty Chemicals
MGM,MGM Resorts International,MGM Resorts,Consumer Cyclical,Resorts & Casinos
CAG,"Conagra Brands, Inc.",Conagra Brands,Consumer Defensive,Packaged Foods
CPB,Campbell Soup Company,Campbell Soup,Consumer Defensive,Packaged Foods
SNA,Snap-on Incorporated,Snap-on,Industrials,Tools & Accessories
CASY,"Casey's General Stores, Inc.",Casey's General Stores,Consumer Cyclical,Specialty Retail
RGA,"Reinsurance Group of America, Incorporated",Reinsurance Group of America,Financial Services,Insurance - Reinsurance
PR,Permian Resources Corporation,Permian Resources,Energy,Oil & Gas E&P
CELH,"Celsius Holdings, Inc.",Celsius Holdings,Consumer Defensive,Beverages - Non-Alcoholic
GGG,Graco Inc.,Graco,Industrials,Specialty Industrial Machinery
WRK,WestRock Company,Westrock,Consumer Cyclical,Packaging & Containers
DT,"Dynatrace, Inc.",Dynatrace,Technology,Software - Application
LNT,Alliant Energy Corporation,Alliant Energy,Utilities,Utilities - Regulated Electric
ENPH,"Enphase Energy, Inc.",Enphase Energy,Technology,Solar
KEY,KeyCorp,KeyCorp (KeyBank),Financial Services,Banks - Regional
EQH,"Equitable Holdings, Inc.",Equitable Holdings,Financial Services,Insurance - Diversified
FNF,"Fidelity National Financial, Inc.",Fidelity National Financial,Financial Services,Insurance - Specialty
JBL,Jabil Inc.,Jabil,Technology,Electronic Components
KIM,Kimco Realty Corporation,Kimco Realty,Real Estate,REIT - Retail
NDSN,Nordson Corporation,Nordson,Industrials,Specialty Industrial Machinery
PAA,"Plains All American Pipeline, L.P.",Plains All American Pipeline,Energy,Oil & Gas Midstream
ARCC,Ares Capital Corporation,Ares Capital,Financial Services,Asset Management
THC,Tenet Healthcare Corporation,Tenet Healthcare,Healthcare,Medical Care Facilities
MORN,"Morningstar, Inc.",Morningstar,Financial Services,Financial Data & Stock Exchanges
CF,"CF Industries Holdings, Inc.",CF Industries,Basic Materials,Agricultural Inputs
NI,NiSource Inc.,NiSource,Utilities,Utilities - Regulated Gas
USFD,US Foods Holding Corp.,US Foods,Consumer Defensive,Food Distribution
RVTY,"Revvity, Inc.",Revvity,Healthcare,Diagnostics & Research
AES,The AES Corporation,AES,Utilities,Utilities - Diversified
SWAV,"Shockwave Medical, Inc.",ShockWave Medical,Healthcare,Medical Devices
AZPN,"Aspen Technology, Inc.",AspenTech,Technology,Software - Application
ELS,"Equity LifeStyle Properties, Inc.",Equity LifeStyle Properties,Real Estate,REIT - Residential
HST,"Host Hotels & Resorts, Inc.",Host Hotels & Resorts,Real Estate,REIT - Hotel & Motel
MEDP,"Medpace Holdings, Inc.",Medpace,Healthcare,Diagnostics & Research
OVV,Ovintiv Inc.,Ovintiv,Energy,Oil & Gas E&P
XPO,"XPO, Inc.",XPO Logistics,Industrials,Trucking
SAIA,"Saia, Inc.",Saia,Industrials,Trucking
WING,Wingstop Inc.,Wingstop Restaurants,Consumer Cyclical,Restaurants
VTRS,Viatris Inc.,Viatris,Healthcare,Drug Manufacturers - Specialty & Generic
SWK,"Stanley Black & Decker, Inc.",Stanley Black &amp; Decker,Industrials,Tools & Accessories
EVRG,"Evergy, Inc.",Evergy,Utilities,Utilities - Regulated Electric
CNA,CNA Financial Corporation,CNA Financial,Financial Services,Insurance - Property & Casualty
LAMR,Lamar Advertising Company,Lamar Advertising,Real Estate,REIT - Specialty
GLPI,"Gaming and Leisure Properties, Inc.",Gaming and Leisure Properties,Real Estate,REIT - Specialty
ALLY,Ally Financial Inc.,Ally,Financial Services,Credit Services
UHS,"Universal Health Services, Inc.",Universal Health Services,Healthcare,Medical Care Facilities
WPC,W. P. Carey Inc.,W. P. Carey,Real Estate,REIT - Diversified
CLH,"Clean Harbors, Inc.",Clean Harbors,Industrials,Waste Management
BLD,TopBuild Corp.,TopBuild,Industrials,Engineering & Construction
DVA,DaVita Inc.,DaVita,Healthcare,Medical Care Facilities
JNPR,"Juniper Networks, Inc.",Juniper Networks,Technology,Communication Equipment
RDDT,"Reddit, Inc.",Reddit,Communication Services,Internet Content & Information
LW,"Lamb Weston Holdings, Inc.",Lamb Weston,Consumer Defensive,Packaged Foods
JKHY,"Jack Henry & Associates, Inc.",Jack Henry &amp; Associates,Technology,Information Technology Services
WMS,"Advanced Drainage Systems, Inc.",Advanced Drainage Systems,Industrials,Building Products & Equipment
AOS,A. O. Smith Corporation,A. O. Smith,Industrials,Specialty Industrial Machinery
UHAL,U-Haul Holding Company,Amerco,Industrials,Rental & Leasing Services
SJM,The J. M. Smucker Company,J.M. Smucker Company,Consumer Defensive,Packaged Foods
ESTC,Elastic N.V.,Elastic NV,Technology,Software - Application
BJ,"BJ's Wholesale Club Holdings, Inc.",BJ's Wholesale Club,Consumer Defensive,Discount Stores
BEN,"Franklin Resources, Inc.",Franklin Resources,Financial Services,Asset Management
ALB,Albemarle Corporation,Albemarle,Basic Materials,Specialty Chemicals
GWRE,"Guidewire Software, Inc.",Guidewire Software,Technology,Software - Application
REG,Regency Centers Corporation,Regency Centers,Real Estate,REIT - Retail
ACM,AECOM,AECOM,Industrials,Engineering & Construction
POOL,Pool Corporation,POOLCORP,Industrials,Industrial Distribution
CPT,Camden Property Trust,Camden Property Trust,Real Estate,REIT - Residential
PSHZF,"Pershing Square Holdings, Ltd.",Pershing Square Holdings,,
ACI,"Albertsons Companies, Inc.",Albertsons,Consumer Defensive,Grocery Stores
INSM,Insmed Incorporated,Insmed,Healthcare,Biotechnology
TXRH,"Texas Roadhouse, Inc.",Texas Roadhouse,Consumer Cyclical,Restaurants
ZI,ZoomInfo Technologies Inc.,ZoomInfo,Technology,Software - Application
INCY,Incyte Corporation,Incyte,Healthcare,Biotechnology
QRVO,"Qorvo, Inc.",Qorvo,Technology,Semiconductors
TECH,Bio-Techne Corporation,Bio-Techne,Healthcare,Biotechnology
ONTO,Onto Innovation Inc.,Onto Innovation,Technology,Semiconductor Equipment & Materials
TOL,"Toll Brothers, Inc.",Toll Brothers,Consumer Cyclical,Residential Construction
ELF,"e.l.f. Beauty, Inc.",e.l.f. Cosmetics,Consumer Defensive,Household & Personal Products
KMX,"CarMax, Inc.",CarMax,Consumer Cyclical,Auto & Truck Dealerships
DOCU,"DocuSign, Inc.",DocuSign,Technology,Software - Application
EMN,Eastman Chemical Company,Eastman Chemical,Basic Materials,Specialty Chemicals
LKQ,LKQ Corporation,LKQ Corporation,Consumer Cyclical,Auto Parts
CHWY,"Chewy, Inc.",Chewy,Consumer Cyclical,Internet Retail
UWMC,UWM Holdings Corporation,UWM Holdings,Financial Services,Mortgage Finance
CAVA,"CAVA Group, Inc.",CAVA Group,Consumer Cyclical,Restaurants
Z,"Zillow Group, Inc.",Zillow,Communication Services,Internet Content & Information
TTEK,"Tetra Tech, Inc.",Tetra Tech,Industrials,Engineering & Construction
FTAI,FTAI Aviation Ltd.,FTAI Aviation,Industrials,Rental & Leasing Services
FIX,"Comfort Systems USA, Inc.",Comfort Systems,Industrials,Engineering & Construction
CHK,Chesapeake Energy Corporation,Chesapeake Energy,Energy,Oil & Gas E&P
JEF,Jefferies Financial Group Inc.,Jefferies Financial Group,Financial Services,Capital Markets
